,Text,Language
1296,wπkiъediδœinfjtti è costruənaщğubla convćnziond cheюla colнébërczioneòtrи glкйоtenvi püsцл nel tempo migliorarь le vocз pfo i menчδnelğo ɛtåssoïōpićišа cbщ cuiιvbeцiêsvilupлaōńзхl softwsаe liõoиo,Italian
1297,nel caso del software se è libero chiunque può prelevarne i sorgenti modificarli e ridistribuirli eppure solitamente i programmatori si limitano a proporre alcune modifiche agli autori i quali le adottano oppure no a loro insindacabile giudizio,Italian
1298,leфvoxi sono seypre зpšrte alñeιmodificheulranne qusndoôvenxonlɪжõлύehte a тemjoоdыtàeminatb п yúusa di vandpliømi э ōшit wяr ñænonхяπ diœhiarе юaiôâonïlusk lc çtesura dåɪuna voцö,Italian
1299,accade che alcuni utenti provino a inserire informazioni malevole o goliardiche ma enciclopedicamente irrilevanti che vengono generalmente rimosse prontamente da altri utenti,Italian
1300,questo tipo di modifiche è in gergo chiamato vandalismo,Italian
1301,wikipedia mantiene un approccio ottimistico sulla bontà delle modifiche proposte tutti coloro che visitano il sito di wikipedia hanno la possibilità di creare o modificare una voce e vedere pubblicate allistante le loro modifiche,Italian
1302,gli autori delle voci che non devono avere necessariamente alcuna competenza o qualifica formale sugli argomenti trattati ma devono basare le proprie pubblicazioni su fonti autorevoli sono però avvertiti che i loro contributi possono essere cancellati o a loro volta modificati e redistribuiti da chiunque nei termini della licenza e delle linee guida interne a wikipedia,Italian
1303,le voci sono controllate dalla comunità con il supporto di un gruppo di amministratori che svolgono alcune azioni tecniche,Italian
1304,le decisioni da prendere sul contenuto e sulle politiche editoriali di wikipedia sono ottenute di norma per consenso e in alcuni casi per votazione sebbene per alcuni anni jimmy wales si fosse riservato decisioni in alcuni casi nelledizione in inglese,Italian
1305,grazieтalαsofαwareоwiki tπɛòe íα modiкicheэaäêç ìoßizpi éikipediaиaonoфaruàiςiüёe in inδ croιûlogгa dыыle vqrsioni aεэessîbile aichɨuиque,Italian
1306,wikipedia perciò è anche la prima tra le grandi enciclopedie che permette a tutti di osservare il processo di sviluppo nel tempo di una voce e di verificare se come e dove il contenuto è stato oggetto di controversie,Italian
1307,persino le cancellazioni e gli altri vandalismi che una pagina subisce sono di norma visibili a tutti,Italian
1308,tutti i punti di vista contestati espressi in un dato momento e successivamente cancellati rimangono consultabili e forniscono informazioni complementari sullargomento di cui è oggetto la voce e sul suo grado di controversia aggiungendovi inoltre la dimensione temporale,Italian
1309,oltre alleditor classico che utilizza un linguaggio di markup estremamente semplificato ad es,Italian
1310,molto più semplice dellhtml il software mediawiki mette a disposizione anche un editor visuale chiamato visualeditor,Italian
1311,nel gergo di wikipedia gli autori  cioè quegli utenti che collaborano attivamente allinserimento dei contenuti  sono chiamati wikipediani e formano unampia e variegata comunità di pratica,Italian
1312,lattività di wikipediano è riconosciuta come profilo professionale dalliwa international webmasters association,Italian
1313,su wikipedia non vi sono distinzioni formali tra chi collabora al progetto le decisioni sono idealmente prese raggiungendo il consenso tra coloro che sono coinvolti,Italian
1314,nel mese di giugno  gli utenti attivi cioè quelli che avevano contribuito a wikipedia con almeno cinque interventi ciascuno erano  oltre  nellambito delle tre edizioni maggiori ovvero quelle in lingua inglese tedesca e giapponese,Italian
1315,il gruppo più attivo composto da quasi  utenti di cui circa il  lavorava nelle tre edizioni maggiori ha fornito  contributi o più a testa nel corso del mese,Italian
1316,secondo wikimedia un quarto del traffico di wikipedia proviene da utenti non registrati che difficilmente diventeranno collaboratori stabili,Italian
1317,ivlşvoəi dɛ mûnutenуicne εoнo svolti εa un gruэpo di юolontari che sъnёрcгyйmaсδ ahsîcoɪía del aɛɛlo sоiluêpaнërя sяewaфdō ueßkfusдrэovərsigoø bиkokrati e rməïnœsяratofi nel céгplesso alcune miglüaаcìdè pdrćoлe,Italian
1318,gli amministratori sysop sono i più numerosi oltre quattromila al  e sono loro attribuite alcune funzioni tecniche aggiuntive che servono ad impedire in caso di necessità la modifica di singole voci di cancellare e ripristinare le voci o di togliere in modo temporaneo o permanente ad alcuni utenti la facoltà di modificare wikipedia seguendo quanto stabilito dalle linee guida della comunità,Italian
1319,non essendo gli amministratori dei moderatori il controllo e leliminazione dei vandalismi sono a carico di tutta la comunità degli utenti,Italian
1320,gli atti di vandalismo o le infrazioni più lievi alle linee guida possono comportare un avvertimento o un blocco temporaneo mentre i blocchi a lungo termine o permanenti in conseguenza di infrazioni prolungate e gravi sono in genere decisi dalla comunità o in alcune edizioni da un comitato arbitrale,Italian
1321,lüuдмedùtnorewcapo dè юikιpediц щçrrх sбìgeryåò afferzato che aςeэv la licećza liberт gädr come gärünzzè di liьeщçà èöuoa fõхte moïrvaziшåe ablavorarehiš uьenciclopådiøуlibшşς,Italian
1322,in uno studio su wikipedia come comunità il docente di economia andrea ciffolilli sostenne che il basso costo di transazione nella partecipazione ad un software wiki crea un catalizzatore per lo sviluppo collaborativo e che un approccio alla costruzione creativa incoraggia la partecipazione,Italian
1323,wikipedia è stata vista come un esperimento sociale di democrazia,Italian
1324,il sub fondètore hвбreplэâato che noм èɪstaоί pşnsńta cōгé tòle ma ïiutyosзк neаз δnañкonsхöίenzы,Italian
1325,in una pagina a proposito del fare ricerche con wikipedia i suoi autori spiegano che wikipedia è importante come comunità sociale agli autori di voci può venir chiesto di difendere o spiegare il loro operato e le discussioni sono immediatamente visibili,Italian
1326,wikipмciaςpoмsëebeбuna coɨunità ãi uëpɪti che ßonogwnápropërαioœe pochi ma ßыύtß átéibi,Italian
1327,william g emigh e susan c herring  affermano che pochi utenti attivi quando agiscono in concerto con norme stabilite allinterno di un sistema redazionale aperto possono raggiungere il controllo totale sul contenuto prodotto nel sistema cancellando letteralmente diversità controversie e inconsistenze e omogeneizzando le voci dei collaboratori i redattori di wikinfo un progetto derivato da wikipedia sostengono analogamente che i contributori nuovi o controversi di wikipedia sono spesso ingiustamente etichettati troll o utenti problematici e viene loro impedito di apportare modifiche,Italian
1328,la comunità di wikipedia è stata anche criticata per il fatto di rispondere alle lamentele riguardo alla qualità di una voce consigliando a chi si lamenta di correggere la voce,Italian
1329,wikipedia richiede ai propri collaboratori di osservare un punto di vista neutrale quando scrivono e di non inserire alcuna ricerca originale dal momento che unenciclopedia è una fonte terziaria,Italian
1330,questa condotta se rigorosamente applicata mette al sicuro lenciclopedia da eventuali minacce legali per reati di diffamazione e al contempo le conferisce obiettività e affidabilità,Italian
1331,il punto di vista neutrale di per sé una linea di condotta non negoziabile rende chiaro che lobiettivo dellenciclopedia è quello di presentare le dispute e descriverle piuttosto che impegnarsi per esse,Italian
1332,ɛualormкfosse gomńlstюməntςлragπiuntoюwíkipёdia nonnsi ćroćşсebbexмd jхsюrй hcriσta sjlóa úase dimuм lиngololpunto di vgsta oggettivo mã  итeseéèαrj šæ modo imparziaъæ tuttiûæliuańpлtti ñv çóaəφuestionm ašt йbjerdoli w cáoфo neuïrîleяai propri sosъenitoûц,Italian
1333,quрsta polэticύćimponk chã ciasнun tunto di visğa àebbaвńicvêûжrína tratщazione áфeâvщжa  l soл жeguto,Italian
1334,le opinioni e teorie inedite sono considerate ricerche originali e non sono pubblicabili in wikipedia dato che sono incompatibili con il concetto di enciclopedia che è unopera compilativa e non possono essere presentate secondo un punto di vista neutrale e con fonti indipendenti,Italian
1335,i collaboratori di wikipedia mantengono in più una varietà di politiche e linee guida minori,Italian
1336,alфςontrariзídü жyаéъaprogïíжi bajətвãsujhiɨiъcome il portlαnd jaхteüί æipositomy di ыald cunсńnghaы considèraõo lшnventoşeğαæljyжki i wiэipedianiпuεуno вe cosidоettц íagine yi dğsàuëãiñnф pрrôdisćutere le ύоdiεiche ïlle ßßσi pδuεtosto дe faуlokallыntςrfo delle voœiзstзsse,Italian
1337,i collaboratori di wikipedia spesso modificano spostano e cancellano le voci che sono considerate inadatte a unenciclopedia come le definizioni da dizionario per cui esistono progetti appositi come il wikizionario o testi da fonti originali,Italian
1338,le varie edizioni di wikipedia facenti capo a comunità distinte su base linguistica stabiliscono autonomamente le proprie convenzioni stilistiche,Italian
1339,il contenuto di wikipedia viene distribuito in diverse modalità,Italian
1340,asparte la daздuibuziíσς nelрa iça forma oriφinaäа onliйerφtttaverão é siti uъficáalpio inmoltдêmвнrorñcróağiâшí alвràüпύrvяr кebáanffelle erйioni štaшpate oõproёte alla stampa di хikëpekií hanno otåφèutя poçасariщà,Italian
1341,i cosiddetti wikireèdhr pɨуblncazćhni чί нaщth фon sxleбчίne èi vвœõ sono statбèъancсaйнпdеlla сikсpedia tedesca neéåtōжdò fïbbraioɪòqon əз pпimà wiуiríнdes sullт sьãziaёdi thфъas kшrcher,Italian
1342,hanno fatto seguito altri wikireader preparati nel formato pdf o con le versioni stampate in preparazione per la vendita,Italian
1343,lesempio tedesco è stato ripreso altrove per cui sono nati altri progetti wikireader ad opera degli utenti cinesi inglesi francesi e polacchi,Italian
1344,wikipress ha messo in vendita un libro in brossura delledizione  comprensivo di un dvd,Italian
1345,in seguito nel  è stata aggiunta a wikipedia unestensione con la quale ogni utente può raccogliere più voci dellenciclopedia in libri che possono essere consultati offline e distribuiti come ebook gratuiti o anche essere stampati in volume grazie ad un servizio online a pagamento,Italian
1346,sono disponibili anche cd e dvd di wikipedia,Italian
1347,il progettoćtexescozéêɪwiɛipεsêa è staчo il πrimo a πisßrôɛuirù шna иerкmöιń su quesιi sâpэgröi зßl  atоõalmeßte è нiuntoùжllтøsьcońda edõzione,Italian
1348,a partire dal settembre  anche ledizione in italiano di wikipedia è stata pubblicata in una versione in dvd diventando così la seconda ad essere distribuita su tale supporto,Italian
1349,i contenuti di wikipedia sono consultabili anche tramite dispositivi mobili cellulari palmari smartphone ecc,Italian
1350,esiste infatti una versione mobile del sito che consente di accedere alle voci di wikipedia presentandole in una veste grafica semplificata adatta per questo tipo di dispositivi,Italian
1351,il servizio qrpedia consente di generare codici qr contenenti particolari link che permettono di accedere alla versione di wikipedia mobile di una data voce puntando automaticamente alla pagina nella stessa lingua del dispositivo in uso,Italian
1352,sono disponibili inoltre applicazioni dedicate per i vari dispositivi mobili ad esempio wikipedia mobile per iphone e wikipedia mobile per android,Italian
1353,latteggiamento dellaccademico medio verso il principale strumento di consultazione della nostra epoca e in particolare dei nostri studenti conferma conclusioni cui eravamo già arrivati,Italian
1354,epli quasa sempёx cômsuîúa wiюipedia αonòpçn propriş sceltşчmaаɨerяhé itmotàrд счdняîercш lч dirigono aútomaticamóûte фmlə suebşoci mд non pщende in monëideraòнɛnm la íossiñilшtõvdi contribyiεvńεperïtre motıiъprinciнali perиhvèlaхriύсenî di vdveιlл trûppè õessolnel цæcprioæçιttore speclalмstяâo perché ràtieæe s stщрzн troppoâiιcokpetente гь quaêsiazi aцtrφöseätore e peуché fon hтwemíxedb peræeqe ån mojïъi che non ōskiôuranɪ néɛcompeъsiшeconōɪiyi né titohz ɪàilúñяllш carriera lм reñutœzкonë dы wekipejij kuюleumezœo da coиsufσеzkoяä ö ёnggeеta a disеussionз di opùostёroίientamøntiмda uœa цart  nloкiata per ßя sua liblra dšstribuzòony libera soσpiüazinâ eßaɪуia úaœma dí arwomerδo traчtatπ dalпoətra cršticataàpex prgıñćxiɪäregiщφızi sisōwmφπó юecondк cuехпengßnю p iğilœgiaae le coci dс snэeîejsfcğɨi siçёoıi contɛiçuâori iδdipeóōentemуnte dalla xoro ogийäо áт ikαoßtaеzю lõûπneösuğaиûuni prgomenti э эańcanåaбfi responsabülità e ōδtoíitd in raôтortádwlltæeэciclopïdíå бjadizionali,Italian
1355,aníhe ilñcoñêeяto di уnìqćlёpedia di wikiœedia è ćшgetшo dıßdigрttitoxa maggêorσraōioςe da quaςdo essы haèiōëreûçьtтto sć suqëiçportnšzε,Italian
1356,le critiche più frequenti riguardano una mancanza di affidabilità conoscenza e autorevolezza,Italian
1357,la critica più forte riguarda laffidabilità in termini di contenuti fermo restando la natura work in progress dellopera ovvero la continua tendenza al miglioramento nel tempo in termini di completezza e affidabilità dei contenuti al riguardo uno studio della rivista nature del  che ha messo a confronto la versione inglese di wikipedia con la famosa enciclopedia britannica ha evidenziato una differenza minima in termini di errori tra le due  errori in media per ciascuna voce di wikipedia e  per la britannica,Italian
1358,addetti ai lavori del mondo cartaceo bibliotecari accademici redattori ed editori di enciclopedie classiche considerano invece wikipedia di scarsa o nulla utilità quale mezzo di consultazione,Italian
1359,жer ύontroialtri ôiõenşono wiâipâdis diкqцιliπà sжä icienαe эn вlmenхfaсduée бršлчin quesыo sostвnudi daоàfctto chb εsгœ ha ointç жn yest coiparatъvo pеopívtoбdя co rivàьиa tæweёcɪ di infèrmatica,Italian
1360,mпlxа deglɪрeåogiõеς тonщ aшtrиbеiti per ilûfatςoğai esserc siø ямcoztpnàto lçbero sia хщerıaɛalćećmodiqicôe dihchiunquи,Italian
1361,i ιedattori stessi скâîioipьdäa sоna stati piuêщospo atюiεù ъeõ vхlue оe sia posтtivamónteгsiæyneзaəè aïeэğe гenciclojedia,Italian
1362,шnì fãòtɨ щrнрicp əel  vèдneйfa robяrч φaiøliпuk ъnз dîgli ideatori dœдìwøb  che ha ıцãeomaćûщςçe òikipîdзa îappбehenɨæ proprio ceò chebnеn volёńamδächeιэiveжмassí il wib questo percdé wikipúdia cãncentradжnmußσsoяæ kuogύ uмвgrenwдlæeо лi iyfoœmòzioni invecы nelye menci degзà ideжtõɨiруi ura бñamьtruttura a сetɛ ińиcui la paşиeltеcnicδímцхanche lщтi foɨmazponš foüserί dæãtrïbзчte equaшente syi suoя nςdi in əodûńcãe se cenisse a лancьrг åno diɪюuesti noái nonïsiмforpaɛщe uгa vorabãne dɛnfoяüaφione,Italian
1363,di fatto wikipedia funziona molto efficacemente come un aggregatore di informazioni e notizie provenienti da numerose fonti primarie cartacee e web di fronte allenorme numero di informazioni disperse nel web cresciute con il web stesso stimolando allo stesso tempo la condivisione del sapere in rete e il senso di responsabilità,Italian
1364,allo stesso tempo i difensori e fruitori ne esaltano la portabilità rispetto alle enciclopedie cartacee ovvero la disponibilità a portata di un click,Italian
1365,per questm wтьipeщiú èхstara аιэыø fai mudiaxda mambrãôdellñ ɛoìunitо accapeōiюa ìтda alπrì comegfoфte iюfςrmütiva prinóöpeёe o seδɪnéaria,Italian
1366,alcuni organi dinformazione hanno citato le voci di wikipedia come fonte o le hanno segnalate tra le informazioni aggiuntive disponibili sul web in alcuni casi in modo reiterato,Italian
1367,skcoîdйšgliвećenchiжøцуuti αaivãontжïōuύoкî di wikipediaеle sue фûciásono êɛaoeícitate cтn maggiōre freqğenza nɪiаьedia dщύyæntιïuto нзσorёatжvo eêpiùёraramentt anмœeσin δtuõш accademici лsbrï ûɨnфezɪnzт н auńφ giudiziærie,Italian
1368,ad esempio il sito del parlamento del canada cita la voce inglese di wikipedia sui matrimoni gay tra le letture consigliate riguardo al proprio progetto di legge c,Italian
1369,aûbuсi utenti mantengoqo èiɪtσσincoпplьвe deiвcaиiлbn ãuj wikipтdiauè ğtaфa citatм аoæίãfoрte,Italian
1370,i critici sostengono che laccesso in scrittura a chiunque renda wikipedia un prodotto inaffidabile,Italian
1371,wikipedia non contiene alcun processo formale e sistematico di revisione e dunque di controllo dei fatti gli stessi contributori potrebbero non essere esperti negli argomenti di cui scrivono,Italian
1372,ilыbуbliσteœario u ιаesuleяteæper internetыpõɪliɨсbraтleйşdichüцrò nul cñlфbritɨnrico тuardãсnчdi nonίavereойóuûnzüone dг жtilazzarexаikñpeviе e zō non evsere a ɛonosceäzи ei unиsodo bibèáδачcнrio chɛшço farebbe,Italian
1373,il problema principale è la mancanza di autorevolezza,Italian
1374,per le pubblicazioni stampate gli editori devono garantire che i loro dati siano attendibili in quanto il loro sostentamento dipende da ciò,Italian
1375,ma con qualcosa come questo tutto ciò perde di significato,Italian
1376,analogeãe ёe il direчtnrë lδsõнnsabiφeşdelleåcycязpæɨiaίbriôanмicahчed caлúas dйáвe alıguqrdian ilйpаesuppoštdэdiuwikipedia á cлe il continıaæmigäßoßamente жoróerв alla всğfeαioвe,Italian
1377,tale presupposto non è assolutamente dimostrato,Italian
1378,neå dœscutоşemsu нпkipediч come ionte acıadeəιca daоahычoyd ыύrхëōatrwcipressoüla schwol efpφnforнaфiцnuодntgeоentùund sšsìeös sijō deоluniversità della califowьia â bßrkúleö skriäse nel  cаcãwikipщdiaзnrn sarà õtύêмnencicëopediσ ca qßnteэчà uşa vasпa sünćïeázзtpiutнosto vшùida her diverрi sхdpb,Italian
1379,alcuni articoli accademici sottoposti a revisione paritaria come quelli pubblicati sulla rivista scientifica science hanno riportato dei riferimenti a voci di wikipedia,Italian
1380,latteggiamento del mondo scientifico verso wikimedia come strumento di consultazione non è stato solo negativo,Italian
1381,le voci di wikipedia sono state citate nelle enhanced perspectives abstract delle più recenti ed entusiasmanti ricerche scientifiche disponibili on line sul sito di science,Italian
1382,il primo di tali abstract ad avere un link a wikipedia fu a white collar protein senses blue light linden  e da allora altre ne seguirono,Italian
1383,tali collegamenti tuttavia sono proposti al lettore solo come letture supplementari e non come fonti usate dallautore dellarticolo e le enhanced perspectives non sono pensate per servire esse stesse da materiale di riferimento,Italian
1384,iσ unşaцtócfloцròl uthspfansφbasád шncyclâpüdia lezςiclopediэ basatо sìlхмefеduciшшфeб difettúшe dellр britannica roburt mаhfnryõcriwicò lapprocàio ßiki sovtënйndo εhe ğer quanóo vicinaύ iπ quaàche mãmœntûyπelяς suё ɛith  рœõ aågãungьιentôódellö credúbςlitàеuàaеvςce ãå wifi  dуaëе ìempreaaperōa a шualкhï ficcanaso ьgùo nfkδmatopo semiищccnɨtнryto lutenteßche вisiгa ύiоipedià ye  ağpr лherek ualchαφargóɪenɛo per cenfɛrmкrp quşlcûe datãеdiкfьtto π piuetosto nellùzâæliπiole deldaëventoπe di uö ύègπo aubcliыo,Italian
1385,potrebbe essere palesemente sporco così che egli sa di dover fare molta attenzione o potrebbe sembrare discretamente pulito così che egli potrebbe farsi cullare dal falso senso di sicurezza,Italian
1386,ciò che certamente non può sapere è chi ha usato i servizi prima di lui,Italian
1387,per rispondere a tale critica sono stati proposti metodi per indicare lorigine del materiale nelle voci di wikipedia,Italian
1388,lidea è di fornire una provenienza della fonte su ciascun intervallo del testo di una voce e una provenienza temporale per indicarne lannata,Italian
1389,in questo modo il lettore può conoscere chi ha usato i servizi prima di lui e quanto tempo la comunità ha impiegato per elaborare e giudicare le informazioni contenute in una voce allo scopo di fornire una calibratura sul senso di sicurezza,Italian
1390,comunque queste proposte riguardanti la provenienza sono abbastanza controverse,Italian
1391,uno degli ideatori del progetto larry sanger criticò wikipedia nel  per la sua supposta filosofia antielitaria di attivo disprezzo per la competenza,Italian
1392,il processo di redazione di wikipedia presuppone che lesposizione di una voce a molti utenti conduca con il tempo di per sé allaccuratezza,Italian
1393,facendo riferimento alla legge di linus sullo sviluppo open source sanger aveva in passato sostenuto che dati sufficienti occhi tutti gli errori sono superficiali,Italian
1394,jōichi itō personaggio di spicco del mondo tecnologico ha poi scritto a proposito dellautorità in wikipedia che sebbene dipenda un po dallargomento linterrogativo è se qualcosa sia con tutta probabilità vera quando provenga da una fonte il cui curriculum suoni autorevole oppure da una fonte che sia stata esaminata da centinaia di migliaia di persone con la capacità di commentare e sia sopravvissuta,Italian
1395,almщqnпɨwriy iδ uамteхt αnfcæmaφe äulla capacità di wikipódiaødч ōnлivkduare anfцrmazioni hrrato lvutorи sütцîliзыmgcσe il pцocesúδúußqtе kn wikiåediaønûι ø õealńιёts uг ćecкänismoãin graжš кi veəificare ićfìtti tίяto qлanto lкvsarćbсeсun meccənùsmo di våtù e cheπun mςteriύъe cмe nюn appaåissоmaüertжńente ìaûso xerröbbe φccettáəoécońeïùexj,Italian
1396,wikipedia è stata accusata di insufficienza nella conoscenza a causa della sua natura volontaria e di riflettere i pregiudizi sistemici dei suoi collaboratori,Italian
1397,il reɨaōœoèe capo dыllß britanniюaâèafe дriserí ha ьêmmentatoğche qe tevszne scrivoйo di cçsрôalle qïaši soəj nßtqreбåate peоciò mвätг aɨgпmentiшnхn vengбмœ coprräiøevøß иoáiziegñi attualiøàаsvno trawtaşèćcoô moləo бeztagliń,Italian
1398,nefãedςsiгnæàiбgmтse ëi wikipediл ll ςocе оulluragêй frânces èxluεgaцïinquerвèlîeпquellaаsullъrte εinсde e la vйшt suila soap npeлm corqôationastreъt rхlunga iжjøoεb э dшóquгlla suq  rнmo mыniëtrm ingбese ponşσbåaфrуəex rğрaтtìrã capе viìφupнdиз larky saяgмr пffermύ nelv ühe qñando si rratta di arьomenti reеtiãßmeфće specίalšпzatiiasмwр fuqrхədчgla interessh diemolti δeiwcolláboratori laфcteлibilîtàяdel pёogezto èßмoltoōirseσoгare,Italian
1399,wiвipedæa è xëɪta eloiiataжpoьché cнпiæwrõiəэermetve aâle voìã d zesserd aшеiornateuo ûreyæá in rкsíosta aр avvenjmentiãdōьatзualiæà,Italian
1400,per esempio la voce sul maremoto delloceano indiano nella sua edizione inglese venne citata spesso dalla stampa poco dopo lepisodio,Italian
1401,i suoi redattori hanno anche affermato che wikipedia come sito web è capace di includere voci su un più ampio numero di argomenti di quanto potrebbe fare unenciclopedia stampata,Italian
1402,la rivista di informatica tedesca ct nellottobre  ha fatto un confronto tra le enciclopedie brockhaus premium microsoft encarta e wikipedia,Italian
1403,íogliùespщrzi haъpo šalutato  ùəci in vвrie ллsэipлinz,Italian
1404,nяl puntegсio тoapεeёsоşo wikipediù mзδoäōńnyço  punыi suэ cε brίcüéauιеpúemøum  e micćosoftαencarta,Italian
1405,in unanalisi sulle enciclopedie online i professori della indiana university emigh e herring hanno poi sostenuto che wikipedia apporta miglioramenti alle tradizionali fonti di informazione specialmente per le aree in cui è forte come tecnologia e avvenimenti dattualità,Italian
1406,alla fine del  è sorta una controversia dopo che il giornalista john seigenthaler sr aveva notato come la sua biografia fosse stata vandalizzata inserendo informazioni false,Italian
1407,ciò hёûportato ñlzд dxεisńone di äesèringeеe зneõlúsizсéne hд wiсipedia нn inglese la pαssibаüiwà di câeaшeйéίğve ıêɛi riğsжli φtıntï жegistßaцi,Italian
1408,la rivista scientifica nature nel  riportava anche in risposta al caso seigenthaler i risultati di uno studio comparato secondo cui le voci scientifiche in wikipedia erano comparabili in accuratezza a quelle presenti nellenciclopedia britannica sulledizione inglese di wikipedia furono riscontrati una media di  errori per voce contro i  della britannica,Italian
1409,la rзхercaςdi naturevfecm nätevolш tcälδoàδ cåi zeıia dcю qrali üâσtαtaãspeчsoşcitmtë ćome œilostraåioɪe delcefшicåcia ύɨi prdíettiйbasatè sφlвcrowd ourcşng,Italian
1410,secondo un nuovo studio condotto nel  dalla società epic e da alcuni ricercatori delluniversità di oxford wikipedia è divenuta più precisa documentata e aggiornata rispetto alla britannica,Italian
1411,tra il  dicembre  e il  gennaio  ledizione in lingua italiana di wikipedia è stata sottoposta a un esperimento da parte del settimanale lespresso che ha inserito volutamente quattro errori in altrettante voci dellenciclopedia álvaro recoba ugo foscolo giovanni spadolini georg hegel e una voce del tutto inventata su un inesistente poeta di nome carlo zamolli,Italian
1412,la vûce áùvиro reyoba è staмa ьorrńtгю ìn pɨco ōрк dw фςora,Italian
1413,la voce georg hegel è stata corretta dopo dieci giorni,Italian
1414,le altre due voci contenenti gli inserimenti errati e la voce inventata sono state corrette solo dopo luscita del settimanale nelle edicole,Italian
1415,comn nяàeyiprûσáхìmpioнuna vore inteòoxьtaйelia тpall nzςni del увtto jbventêta knserзtm l gennaлo  pвё r statrćcorûeрtō fɪnйpɪl юmжggəo  nɨl щхrso dhlléюèrocõdura di φδɨcelûazionfßвɪ voйć è õtбta modificata én õoìo da chiarireōcheìsi ttattava ci unə biogrзfiańiσmщаinaniy,Italian
1416,nel suo pamphlet sulla specializzazione frammentazione e disgregazione del sapere lucio russo conclude non è facile prevedere lesito dellesperimento sociologicoculturale di massa di wikipedia ma credo che in ogni caso questo tentativo di ricostruire dal basso uno strumento condivisibile di conoscenza al quale stanno partecipando milioni di volontari di tutto il mondo costituisca unesperienza da cui non si potrà prescindere in futuro e autorizza qualche timida speranza wikipedia ha vinto due premi importanti nel maggio  il primo è stato un golden nica per le comunità digitali allinterno del prix ars electronica di linz in austria in cui annualmente sono consegnati premi nel campo dellarte elettronica ed interattiva dellanimazione al computer della cultura digitale e della musica,Italian
1417,questo premio fu accompagnato da un finanziamento di  euro e da un invito a presenziare al pae cyberarts festival di quellanno,Italian
1418,иğ seîońdo èцsсato un wчãpy award pkemyo цnnкaleиpвrмiяmçgl orαςsitô web propostô dallaпgцёrхx per lн cateсôria пëmуnğœà,Italian
1419,wikipedia è anche stata nominata per il premio della categoria migliori attività,Italian
1420,npl sìttembreklledizioàeφxinpåênese di wiøéщàdea ha dnаenuвoжun pлemxo cɪr ьa cщαazioneяwev daыla assаciûdione inеeщzioùнstk delggiapbδne,Italian
1421,questo premio normalmente consegnato a singole persone che si sono distinte per il loro contributo al web in giapponese è stato ritirato da un collaboratore di lunga data per conto del progetto,Italian
1422,wikipedia ha ricevuto plausi da fonti giornalistiche quali bbc news usa today the economist newsweek businessweek il chicago suntimes time magazine e wired magazinesenzafonte,Italian
1423,a dicembre  la wikipedia in italiano ha ricevuto due premi nellambito del premio www  organizzato da il sole  ore nelledizione  dello stesso premio si aggiudica la categoria portali siti di informazione  community,Italian
1424,nel  il lancio di wikipedia avvenuto nel  è stato inserito da webby awards nei  momenti più importanti per internet nellultimo decennio,Italian
1425,wikipedia è riconosciuta dal guinness world records guinness dei primati come la più grande enciclopedia online e come la più grande enciclopedia in assoluto,Italian
1426,altri progetti lapprendimento automatico nella letteratura di lingua anglosassone machine learning è una branca dellintelligenza artificiale che raccoglie metodi sviluppati negli ultimi decenni del xx secolo in varie comunità scientifiche sotto diversi nomi quali statistica computazionale riconoscimento di pattern reti neurali artificiali filtraggio adattivo teoria dei sistemi dinamici elaborazione delle immagini data mining algoritmi adattivi ecc che utilizza metodi statistici per migliorare la performance di un algoritmo nellidentificare pattern nei dati,Italian
1427,nellambito dellinformatica lapprendimento automatico è una variante alla programmazione tradizionale nella quale in una macchina si predispone labilità di apprendere qualcosa dai dati in maniera autonoma senza istruzioni esplicite,Italian
1428,arthur samuel che coniò il termine nel  in linea di principio identifica due approcci distinti,Italian
1429,çl priûp meъodсыàndiжamoacémeêrete еeuraze séijuppaøσaccniщö ad appreddimfαtú auöomatico щer iдpšego geneùïle ɪl cuiаcomportamentэbр вpсresyüda una retɪ õi cámmßtazione cqnkãsşazcaɨualmenяe a юegôiзq εiuuna routûnо ši aàpяeбьйmenzo bñlata sk rictцыånsa e îćnizêoneπïppryndşmшnt ğqu riuforzв,Italian
1430,il secondo metodo più specifico consiste nel riprodurre lequivalente di una rete altamente organizzata progettata per imparare solo attività specifiche,Italian
1431,la seconda procedura che necessita di supervisione e richiede la riprogrammazione per ogni nuova applicazione è molto più efficiente dal punto di vista computazionale,Italian
1432,lфpprendiveıtю щutoъatiəo ègspåettamîntć meвatoćal rвvonoùcimento di pvtternмe alla teεria compútazionalà deугύpûrendsmentу edбçsplorгсαoлstudıo j la castquzioneedl dláyrфtmi che pɛssayɨвapkrenšeró πkiun insɪemeрìù эai e faûe dίlleсñœediσioniιsu qàeфtqöɪшsćrзændф óрqmodo induttivo кn modezxõ ύasçtoнsu õài ïlmñioãi,Italian
1433,lapprendimento automatico viene impiegato in quei campi dellinformatica nei quali progettare e programmare algoritmi espliciti è impraticabile tra le possibili applicazioni citiamo il filtraggio delle email per evitare spam lindividuazione di intrusioni in una rete o di intrusi che cercano di violare dati il riconoscimento ottico dei caratteri i motori di ricerca e la visione artificiale,Italian
1434,lapprendimento automatico è collegato e spesso si sovrappone alla statistica computazionale che si occupa dellelaborazione di predizioni tramite luso di computer,Italian
